0.398844,0.399711,0.414740,0.410256,0.410256,0.028683,0.403179,0.396825,0.414740,0.407407,0.407407,0.018868,0.407514,0.404040,0.419075,0.410256,0.410256,0.024516,0.404624,0.401154,0.419075,0.415954,0.415954,0.024825,0.403179,0.401154,0.420520,0.413105,0.413105,0.015795,0.403179,0.401154,0.417630,0.413105,0.413105,0.013424,0.413295,0.405483,0.417630,0.410256,0.410256,0.023496,0.397399,0.406926,0.414740,0.421652,0.421652,0.046691,0.397399,0.392496,0.407514,0.405983,0.405983,0.019993,0.387283,0.389610,0.404624,0.404558,0.404558,0.012095,0.385838,0.385281,0.398844,0.396011,0.396011,0.029688,0.403179,0.395382,0.401734,0.393162,0.393162,0.020650,0.400289,0.404040,0.417630,0.411681,0.411681,0.025807,0.401734,0.399711,0.410405,0.408832,0.408832,0.027128,0.407514,0.399711,0.416185,0.411681,0.411681,0.008909,0.416185,0.408369,0.423410,0.415954,0.415954,0.008924,0.406069,0.409812,0.420520,0.424501,0.424501,0.029574,0.406069,0.405483,0.416185,0.414530,0.414530,0.037774,0.393064,0.396825,0.406069,0.413105,0.413105,0.026026,0.387283,0.388167,0.400289,0.401709,0.401709,0.019955,0.384393,0.382395,0.395954,0.394587,0.394587,0.015267,0.390173,0.385281,0.397399,0.393162,0.393162,0.021760,0.394509,0.392496,0.407514,0.400285,0.400285,0.017154,0.401734,0.396825,0.406069,0.403134,0.403134,0.018400
0.514451,0.519481,0.528902,0.529915,0.529915,0.067990,0.508671,0.506494,0.515896,0.519943,0.519943,0.061187,0.489884,0.519481,0.504335,0.514245,0.514245,0.100652,0.489884,0.487734,0.497110,0.497151,0.497151,0.071863,0.469653,0.494949,0.479769,0.498575,0.498575,0.088595,0.455202,0.461760,0.471098,0.475783,0.475783,0.042312,0.440751,0.450216,0.456647,0.462963,0.462963,0.073789,0.462428,0.460317,0.458092,0.450142,0.450142,0.106005,0.460983,0.458874,0.476879,0.470085,0.470085,0.021911,0.443642,0.464646,0.460983,0.470085,0.470085,0.035667,0.445087,0.438672,0.456647,0.452991,0.452991,0.045400,0.445087,0.441558,0.459538,0.452991,0.452991,0.041360,0.452312,0.445887,0.455202,0.452991,0.452991,0.095775,0.466763,0.466089,0.469653,0.460114,0.460114,0.069560,0.455202,0.461760,0.465318,0.474359,0.474359,0.085446,0.447977,0.447330,0.455202,0.462963,0.462963,0.136682,0.456647,0.453102,0.462428,0.455840,0.455840,0.100532,0.469653,0.461760,0.459538,0.465812,0.465812,0.191278,0.486994,0.481962,0.481214,0.477208,0.477208,0.136071,0.473988,0.480519,0.488439,0.494302,0.494302,0.128128,0.488439,0.486291,0.488439,0.481481,0.481481,0.209769,0.502890,0.502165,0.504335,0.495726,0.495726,0.147502,0.504335,0.516595,0.500000,0.511396,0.511396,0.349516,0.609827,0.608947,0.627168,0.621083,0.621083,0.061957
0.556358,0.552670,0.569364,0.561254,0.561254,0.008245,0.557803,0.549784,0.566474,0.562678,0.562678,0.006916,0.560694,0.555556,0.570809,0.562678,0.562678,0.022734,0.547688,0.554113,0.563584,0.568376,0.568376,0.017403,0.546243,0.542569,0.560694,0.554131,0.554131,0.017169,0.547688,0.548341,0.562139,0.552707,0.552707,0.017184,0.553468,0.556999,0.562139,0.552707,0.552707,0.025437,0.556358,0.551227,0.563584,0.558405,0.558405,0.016241,0.537572,0.552670,0.554913,0.562678,0.562678,0.040265,0.533237,0.536797,0.547688,0.544160,0.544160,0.031907,0.543353,0.536797,0.546243,0.539886,0.539886,0.060689,0.573699,0.567100,0.554913,0.547009,0.547009,0.098146,0.526012,0.531025,0.539017,0.542735,0.542735,0.036370,0.526012,0.519481,0.534682,0.531339,0.531339,0.037268,0.527457,0.522367,0.534682,0.532764,0.532764,0.031424,0.537572,0.533911,0.543353,0.534188,0.534188,0.023300,0.531792,0.533911,0.544798,0.542735,0.542735,0.033561,0.546243,0.541126,0.546243,0.537037,0.537037,0.048208,0.552023,0.549784,0.560694,0.551282,0.551282,0.036339,0.550578,0.546898,0.562139,0.556980,0.556980,0.028132,0.563584,0.559885,0.565029,0.556980,0.556980,0.028004,0.563584,0.559885,0.572254,0.571225,0.571225,0.029446,0.550578,0.555556,0.567919,0.569801,0.569801,0.027083,0.560694,0.554113,0.562139,0.556980,0.556980,0.033153
0.294798,0.288600,0.306358,0.299145,0.299145,0.031983,0.294798,0.290043,0.309249,0.303419,0.303419,0.038937,0.294798,0.288600,0.310694,0.304843,0.304843,0.024032,0.300578,0.292929,0.310694,0.304843,0.304843,0.013976,0.296243,0.294372,0.310694,0.310541,0.310541,0.030881,0.296243,0.295815,0.312139,0.306268,0.306268,0.028480,0.302023,0.297258,0.312139,0.306268,0.306268,0.032081,0.303468,0.297258,0.315029,0.311966,0.311966,0.031794,0.304913,0.298701,0.319364,0.313390,0.313390,0.005164,0.306358,0.300144,0.320809,0.316239,0.316239,0.002771,0.302023,0.298701,0.316474,0.316239,0.316239,0.015493,0.307803,0.301587,0.316474,0.311966,0.311966,0.017358,0.302023,0.305916,0.319364,0.317664,0.317664,0.019887,0.306358,0.298701,0.315029,0.311966,0.311966,0.022326,0.299133,0.301587,0.313584,0.316239,0.316239,0.021526,0.310694,0.304473,0.312139,0.310541,0.310541,0.065242,0.313584,0.308802,0.328035,0.320513,0.320513,0.020212,0.320809,0.318903,0.328035,0.320513,0.320513,0.024146,0.328035,0.321789,0.333815,0.329060,0.329060,0.027762,0.336705,0.329004,0.336705,0.337607,0.337607,0.027747,0.336705,0.340548,0.349711,0.344729,0.344729,0.036000,0.330925,0.337662,0.346821,0.344729,0.344729,0.053614,0.315029,0.327561,0.328035,0.340456,0.340456,0.095073,0.343931,0.343434,0.359827,0.351852,0.351852,0.043218
0.507225,0.512266,0.521676,0.524217,0.524217,0.048699,0.500000,0.509380,0.515896,0.515670,0.515670,0.094552,0.492775,0.492063,0.508671,0.507123,0.507123,0.035501,0.482659,0.487734,0.495665,0.500000,0.500000,0.024274,0.478324,0.479076,0.488439,0.491453,0.491453,0.021148,0.481214,0.474747,0.492775,0.487179,0.487179,0.006735,0.479769,0.479076,0.489884,0.488604,0.488604,0.024901,0.478324,0.484848,0.491329,0.487179,0.487179,0.034565,0.489884,0.492063,0.495665,0.487179,0.487179,0.061640,0.447977,0.481962,0.463873,0.497151,0.497151,0.048291,0.449422,0.445887,0.445087,0.454416,0.454416,0.030058,0.449422,0.453102,0.466763,0.458689,0.458689,0.033214,0.443642,0.444444,0.460983,0.458689,0.458689,0.007769,0.439306,0.437229,0.453757,0.452991,0.452991,0.010638,0.446532,0.440115,0.452312,0.448718,0.448718,0.027808,0.452312,0.451659,0.463873,0.454416,0.454416,0.022598,0.458092,0.453102,0.465318,0.458689,0.458689,0.022092,0.466763,0.460317,0.471098,0.464387,0.464387,0.027830,0.471098,0.466089,0.481214,0.472934,0.472934,0.017290,0.471098,0.487734,0.488439,0.480057,0.480057,0.075450,0.465318,0.466089,0.481214,0.478632,0.478632,0.034754,0.481214,0.474747,0.482659,0.474359,0.474359,0.033206,0.485549,0.489177,0.484104,0.487179,0.487179,0.097715,0.502890,0.496392,0.498555,0.494302,0.494302,0.055728
0.472543,0.490620,0.476879,0.471510,0.471510,0.089976,0.430636,0.468975,0.446532,0.478632,0.478632,0.199946,0.478324,0.483405,0.492775,0.495726,0.495726,0.130778,0.476879,0.477633,0.491329,0.485755,0.485755,0.144685,0.491329,0.484848,0.492775,0.484330,0.484330,0.137029,0.497110,0.492063,0.505780,0.498575,0.498575,0.071478,0.501445,0.493506,0.513006,0.504274,0.504274,0.061753,0.501445,0.497835,0.513006,0.508547,0.508547,0.059972,0.504335,0.499278,0.513006,0.508547,0.508547,0.051387,0.507225,0.502165,0.518786,0.512821,0.512821,0.045709,0.513006,0.506494,0.505780,0.514245,0.514245,0.208092,0.520231,0.513709,0.528902,0.521368,0.521368,0.058862,0.518786,0.513709,0.527457,0.527066,0.527066,0.082079,0.518786,0.519481,0.534682,0.525641,0.525641,0.062592,0.539017,0.531025,0.536127,0.525641,0.525641,0.071003,0.540462,0.536797,0.547688,0.544160,0.544160,0.048571,0.521676,0.533911,0.539017,0.547009,0.547009,0.058409,0.520231,0.529582,0.534682,0.528490,0.528490,0.068511,0.540462,0.533911,0.536127,0.528490,0.528490,0.122306,0.562139,0.558442,0.557803,0.548433,0.548433,0.113095,0.554913,0.555556,0.565029,0.568376,0.568376,0.077277,0.556358,0.549784,0.570809,0.559829,0.559829,0.030118,0.562139,0.555556,0.572254,0.564103,0.564103,0.044765,0.560694,0.558442,0.573699,0.569801,0.569801,0.037109
0.411850,0.412698,0.411850,0.417379,0.417379,0.092800,0.442197,0.440115,0.426301,0.418803,0.418803,0.075253,0.424855,0.437229,0.419075,0.452991,0.452991,0.154448,0.391618,0.402597,0.407514,0.418803,0.418803,0.119286,0.387283,0.391053,0.404624,0.401709,0.401709,0.106859,0.388728,0.391053,0.401734,0.396011,0.396011,0.078840,0.381503,0.388167,0.398844,0.397436,0.397436,0.066820,0.382948,0.386724,0.397399,0.388889,0.388889,0.065589,0.388728,0.382395,0.390173,0.391738,0.391738,0.090278,0.384393,0.386724,0.400289,0.398860,0.398860,0.096794,0.401734,0.393939,0.398844,0.393162,0.393162,0.074566,0.404624,0.401154,0.411850,0.411681,0.411681,0.074657,0.421965,0.415584,0.420520,0.413105,0.413105,0.040930,0.408960,0.417027,0.423410,0.431624,0.431624,0.040356,0.419075,0.419913,0.416185,0.417379,0.417379,0.068005,0.401734,0.414141,0.408960,0.428775,0.428775,0.065408,0.404624,0.404040,0.400289,0.411681,0.411681,0.092611,0.416185,0.408369,0.411850,0.414530,0.414530,0.098636,0.410405,0.411255,0.423410,0.424501,0.424501,0.052414,0.414740,0.412698,0.420520,0.417379,0.417379,0.084978,0.432081,0.427128,0.429191,0.424501,0.424501,0.092642,0.421965,0.434343,0.436416,0.441595,0.441595,0.043988,0.420520,0.418470,0.429191,0.430199,0.430199,0.068541,0.429191,0.431457,0.436416,0.428775,0.428775,0.053675
0.618497,0.611833,0.627168,0.622507,0.622507,0.040432,0.614162,0.611833,0.622832,0.625356,0.625356,0.064683,0.604046,0.607504,0.621387,0.621083,0.621083,0.039359,0.604046,0.600289,0.618497,0.611111,0.611111,0.032323,0.598266,0.597403,0.611272,0.611111,0.611111,0.032172,0.605491,0.601732,0.608382,0.605413,0.605413,0.048239,0.606936,0.603175,0.618497,0.612536,0.612536,0.048601,0.599711,0.601732,0.617052,0.613960,0.613960,0.025089,0.608382,0.603175,0.611272,0.606838,0.606838,0.039571,0.596821,0.606061,0.611272,0.615385,0.615385,0.045037,0.599711,0.597403,0.606936,0.603989,0.603989,0.022681,0.601156,0.598846,0.614162,0.606838,0.606838,0.015969,0.608382,0.601732,0.617052,0.608262,0.608262,0.021269,0.612717,0.604618,0.611272,0.615385,0.615385,0.028487,0.605491,0.608947,0.621387,0.618234,0.618234,0.022152,0.593931,0.601732,0.611272,0.612536,0.612536,0.038401,0.617052,0.616162,0.609827,0.601140,0.601140,0.088126,0.614162,0.614719,0.630058,0.625356,0.625356,0.039359,0.605491,0.610390,0.619942,0.621083,0.621083,0.086216,0.611272,0.610390,0.618497,0.612536,0.612536,0.072414,0.622832,0.619048,0.625723,0.618234,0.618234,0.076801,0.625723,0.623377,0.634393,0.628205,0.628205,0.058356,0.630058,0.632035,0.638728,0.631054,0.631054,0.070927,0.618497,0.636364,0.635838,0.635328,0.635328,0.153534
0.393064,0.391053,0.404624,0.407407,0.407407,0.043036,0.393064,0.391053,0.404624,0.403134,0.403134,0.043610,0.388728,0.393939,0.406069,0.403134,0.403134,0.043391,0.393064,0.388167,0.406069,0.398860,0.398860,0.048503,0.388728,0.388167,0.404624,0.400285,0.400285,0.060613,0.404624,0.399711,0.404624,0.398860,0.398860,0.065906,0.413295,0.405483,0.420520,0.413105,0.413105,0.021541,0.417630,0.409812,0.426301,0.420228,0.420228,0.012858,0.417630,0.415584,0.432081,0.425926,0.425926,0.020944,0.406069,0.409812,0.421965,0.424501,0.424501,0.029529,0.400289,0.398268,0.411850,0.414530,0.414530,0.041896,0.406069,0.401154,0.414740,0.407407,0.407407,0.040447,0.413295,0.408369,0.413295,0.414530,0.414530,0.107953,0.416185,0.409812,0.427746,0.421652,0.421652,0.028774,0.427746,0.422799,0.433526,0.424501,0.424501,0.040250,0.427746,0.422799,0.443642,0.437322,0.437322,0.005466,0.430636,0.425685,0.443642,0.434473,0.434473,0.011325,0.426301,0.425685,0.443642,0.438746,0.438746,0.005330,0.430636,0.430014,0.445087,0.435897,0.435897,0.011831,0.429191,0.427128,0.443642,0.438746,0.438746,0.024606,0.432081,0.428571,0.440751,0.437322,0.437322,0.026773,0.437861,0.434343,0.447977,0.440171,0.440171,0.018453,0.429191,0.434343,0.442197,0.445869,0.445869,0.026456,0.427746,0.421356,0.439306,0.435897,0.435897,0.028042
0.263006,0.256854,0.274566,0.270655,0.270655,0.036354,0.264451,0.259740,0.280347,0.273504,0.273504,0.025301,0.283237,0.275613,0.281792,0.276353,0.276353,0.033047,0.273121,0.282828,0.289017,0.293447,0.293447,0.056491,0.261561,0.266955,0.276012,0.284900,0.284900,0.075246,0.265896,0.264069,0.278902,0.273504,0.273504,0.069870,0.255780,0.268398,0.271676,0.276353,0.276353,0.143190,0.278902,0.274170,0.294798,0.289174,0.289174,0.050247,0.280347,0.274170,0.293353,0.290598,0.290598,0.049794,0.280347,0.275613,0.294798,0.290598,0.290598,0.040552,0.277457,0.272727,0.291908,0.290598,0.290598,0.035871,0.274566,0.274170,0.290462,0.289174,0.289174,0.043807,0.270231,0.271284,0.284682,0.286325,0.286325,0.030865,0.268786,0.271284,0.284682,0.280627,0.280627,0.066465,0.271676,0.269841,0.286127,0.280627,0.280627,0.045853,0.283237,0.275613,0.284682,0.282051,0.282051,0.077949,0.290462,0.282828,0.299133,0.293447,0.293447,0.038038,0.294798,0.288600,0.306358,0.299145,0.299145,0.031983,0.294798,0.290043,0.309249,0.303419,0.303419,0.038937,0.294798,0.288600,0.310694,0.304843,0.304843,0.024032,0.300578,0.292929,0.310694,0.304843,0.304843,0.013976,0.296243,0.294372,0.310694,0.310541,0.310541,0.030881,0.296243,0.295815,0.312139,0.306268,0.306268,0.028480,0.302023,0.297258,0.312139,0.306268,0.306268,0.032081
